Codigo_Planta,Nombre_Planta_SIMEM,CodigoAreaOperativa,Area_Operativa,CodigoSubAreaOperativa,Subarea_Operativa,TipoGeneracion,TipoDespachoRecurso,CodigoSICAgente,Fecha,FechaPublicacion,Fuente,Nombre_Recurso_UPME,Departamento,Codigo_Municipio,Municipio,Region_Geografica,Longitud,Latitud,Capacidad_Efectiva_MW,Tipo_Generacion_UPME,Combustible_UPME,Tipo_Despacho_UPME,Clasificacion_UPME,Estado_Recurso_UPME,Agente_Representante_UPME,Fecha_Operacion_UPME,Anio_FPO_UPME,Fecha_Actualizacion_UPME,Factor_Conversion,Es_Menor,Id_UPME,En_SIMEM,En_UPME,Fuente_Cobertura
5QSZ,AGPE PETROLEOS DEL SINU SAS,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QT2,AGPE ANTONIO MARIA ESCALANTE PINEDA,Are0012,Area Nordeste,Are0029,SubArea Norte de Santander,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QT4,AGPE JOSE ARGEMIRO ANDRADE ANDRADE,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QT6,,,,,,,,,,,,DRUMMOND,CESAR,20250.0,EL PASO,Caribe,-73.7382619683179,9.683721170835586,80.0,TERMICA,ACPM,DC,NORMAL,PRUEBAS,DRUMMOND POWER S.A.S. E.S.P.,2026-05-31,2026.0,2026-08-03,8.7613,NO,270.0,False,True,Solo UPME
5QT8,AGPE CRISTIAN PRETELT EVENTOS SAS,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QTA,GD AGUSTIN III,Are0012,Area Nordeste,Are0029,SubArea Norte de Santander,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD AGUSTIN III,NORTE DE SANTANDER,54001.0,SAN JOSÉ DE CÚCUTA,Oriente,-72.4886522050001,8.111911101392629,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2026-06-18,2026.0,2026-08-03,0.0,SI,452.0,True,True,SIMEM + UPME
5QTJ,GD GRANJA SOLAR SAN AGUSTIN,Are0012,Area Nordeste,Are0029,SubArea Norte de Santander,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD GRANJA SOLAR SAN AGUSTIN,NORTE DE SANTANDER,54673.0,SAN CAYETANO,Oriente,-72.6098482097734,7.847790343843861,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2026-06-18,2026.0,2026-08-03,0.0,SI,456.0,True,True,SIMEM + UPME
5QUC,AGPE METROGAS SA ESP,Are0012,Area Nordeste,Are0130,SubArea Boyaca-Casanare,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QUE,,,,,,,,,,,,GD ERCO PALMAS II,CESAR,20787.0,TAMALAMEQUE,Caribe,-73.76338373446022,8.902068994332152,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,PRUEBAS,ERCO GENERACION S.A.S. ESP,2026-07-23,2026.0,2026-08-03,0.0,SI,303.0,False,True,Solo UPME
5QUK,AGPE JASSIR SAIEH SAS CC PLAZA 59,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QUM,AGPE INVERSIONES INT COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QUO,AGPE GRUPO HJM SAS,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QUQ,AGPE AQUAOCCIDENTE,Are0128,Area Suroccidental,Are0032,SubArea Valle,Solar,No Despachado Centralmente,EPSC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QUS,AGPE DENISSE TEHERAN BENAVIDES,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5QUU,AGPE CARNES Y DERIVADOS,Are0128,Area Suroccidental,Are0032,SubArea Valle,Solar,No Despachado Centralmente,EPSC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SCK,GD VEGA II,Are0128,Area Suroccidental,Are0019,SubArea Cauca-Narino,Solar,No Despachado Centralmente,BIAG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD VEGA II,CAUCA,19532.0,PATÍA,Pacífico,-77.04684557984892,2.158148058676977,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,BIA ENERGY S.A.S. E.S.P,2026-07-08,2026.0,2026-08-03,0.0,SI,236.0,True,True,SIMEM + UPME
5SCX,GD VEGA I,Are0128,Area Suroccidental,Are0019,SubArea Cauca-Narino,Solar,No Despachado Centralmente,BIAG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD VEGA I,CAUCA,19532.0,PATÍA,Pacífico,-77.04684557984892,2.158148058676977,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,BIA ENERGY S.A.S. E.S.P,2026-07-08,2026.0,2026-08-03,0.0,SI,235.0,True,True,SIMEM + UPME
5SCZ,AGPE KFC CELTA 47 2,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,EXEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SD2,AGPE KFC BODEGA A 115,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,EXEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SE7,GD SOL Y CIELO XII,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,EYCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD SOL Y CIELO XII,CÓRDOBA,23660.0,SAHAGÚN,Caribe,-75.42925783426087,8.798980558495005,0.9,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,ENERGIA Y GAS DE COLOMBIA SAS ESP,2026-07-11,2026.0,2026-08-03,0.0,SI,315.0,True,True,SIMEM + UPME
5SE9,GD SOL Y CIELO XIII,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,EYCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD SOL Y CIELO XIII,CÓRDOBA,23001.0,MONTERÍA,Caribe,-75.95052937682705,8.584659059910113,0.9,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,PRUEBAS,ENERGIA Y GAS DE COLOMBIA SAS ESP,2026-08-01,2026.0,2026-08-03,0.0,SI,335.0,True,True,SIMEM + UPME
5SEB,GD SOL Y CIELO XI,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,EYCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD SOL Y CIELO XI,CÓRDOBA,23660.0,SAHAGÚN,Caribe,-75.42925783426087,8.798980558495005,0.9,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,ENERGIA Y GAS DE COLOMBIA SAS ESP,2026-07-11,2026.0,2026-08-03,0.0,SI,314.0,True,True,SIMEM + UPME
5SED,GD SOL Y CIELO XIV,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,EYCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD SOL Y CIELO XIV,CÓRDOBA,23001.0,MONTERÍA,Caribe,-75.95052937682705,8.584659059910113,0.9,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,PRUEBAS,ENERGIA Y GAS DE COLOMBIA SAS ESP,2026-08-01,2026.0,2026-08-03,0.0,SI,336.0,True,True,SIMEM + UPME
5SEF,,,,,,,,,,,,CHENCHE PURIFICACION,TOLIMA,73585.0,PURIFICACIÓN,Centro,-74.87451916378946,3.8542834829993184,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ERCO GENERACION S.A.S. ESP,2026-06-19,2026.0,2026-08-03,0.0,SI,543.0,False,True,Solo UPME
5SEL,GD PISINGO II,Are0127,Area Caribe,Are0018,SubArea Bolivar,Solar,No Despachado Centralmente,GNCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SEN,GD PISINGO I,Are0127,Area Caribe,Are0018,SubArea Bolivar,Solar,No Despachado Centralmente,GNCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SEP,AGPE FAHILOS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SER,AGPE DONEUS1,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SEV,AGPE ENERAM1,Are0128,Area Suroccidental,Are0031,SubArea Huila-Tolima,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SEX,AGPE TOFEIN1,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SEZ,AGPE BETHE1,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SF2,AGPE GUSTAVO ADOLFO BARROS ORTIZ,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SF4,AGPE JOHN FREDY PENA BERNAL,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SF6,AGPE JAIDER OVIDIO VARGAS KERGUELEN,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SF8,AGPE JULIO ROBERTO RUIZ CHICA,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SFA,AGPE RICARDO ALBERTO ORTIZ GONZALEZ,Are0127,Area Caribe,Are0018,SubArea Bolivar,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SFY,AGPE MAYAGUEZ S A,Are0128,Area Suroccidental,Are0032,SubArea Valle,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SG8,AGPE BASCULAS PROMETALICOS SA,Are0128,Area Suroccidental,Are0022,SubArea CQR,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SH1,AGPE OHANA SAS MOTEL DUBAI,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SH3,AGPE GLADYS SOFIA MORALES BERRIO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SH5,AGPE TIENDA ARA VILLETA,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SHL,AGPE CLUB CAZADORES SA,Are0012,Area Nordeste,Are0029,SubArea Norte de Santander,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SHN,GD PIEDECUESTA II,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,DEPG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD PIEDECUESTA II,ANTIOQUIA,5837.0,TURBO,Antioquia,-76.57404476828336,8.174014978822882,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,DEPI ENERGY S.A.S. E.S.P.,2026-07-30,2026.0,2026-08-03,0.0,SI,84.0,True,True,SIMEM + UPME
5SHP,AGPE MAURICIO RAMOS HURTADO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SHR,AGPE HODIA1,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SHV,GD PIEDECUESTA I,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,DEPG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD PIEDECUESTA I,ANTIOQUIA,5837.0,TURBO,Antioquia,-76.57404476828336,8.174014978822882,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,DEPI ENERGY S.A.S. E.S.P.,2026-07-30,2026.0,2026-08-03,0.0,SI,83.0,True,True,SIMEM + UPME
5SHW,AGPE RYMEL COPA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SHZ,AGPE AQUAOCCIDENTE1,Are0128,Area Suroccidental,Are0032,SubArea Valle,Solar,No Despachado Centralmente,EPSC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SI2,AGPE GLENIS OCON BLANCO,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SI4,AGPE JUAN PABLO PEREZ CANO,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SI6,AGPE ROKY DAYAM GOMEZ ARDILA,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5SI8,AGPE SERVITECA LAVACOSTA SAS,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TEC,AGPE JORGE ANTONIO OVALLE HERNANDEZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TEI,AGPE CASA GATTAS GARCES,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TFG,AGPE DIVERSION DE OCCIDENTE CUENTA 3,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TFI,AGPE REDCOL HOLDING NEWPORT SCHOOL,Are0012,Area Nordeste,Are0131,SubArea Santander,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TFK,AGPE GRANJA PORVENIR NUCLEO 3,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TFM,AGPE LILIAN SOFIA LOPEZ SEPULVEDA,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TFO,AGPE ANA CANDELARIA MARTINEZ MARMOL,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TG8,,,,,,,,,,,,GD ERCO GOLONDRINA II,SUCRE,70708.0,SAN MARCOS,Caribe,-75.17250267808815,8.589218973474024,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,PRUEBAS,ERCO GENERACION S.A.S. ESP,2026-07-29,2026.0,2026-08-03,0.0,SI,524.0,False,True,Solo UPME
5TGX,AGPE HILARIO PULIDO VARGAS,Are0012,Area Nordeste,Are0130,SubArea Boyaca-Casanare,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5THM,AGPE OSTEONORTE SAS,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5THO,AGPE ARA SEDE 306 PLAZA SOGAMOSO,Are0012,Area Nordeste,Are0130,SubArea Boyaca-Casanare,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5THQ,AGPE TIENDA ARA SAN BERNARDO,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5THS,AGPE PLANTA MARIA RINCON,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5THU,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 211 SALITRE SUBA,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5THW,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 250 BELMIRA BOGOTA,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5THY,AGPE TIENDA ARA MADRID SIBATE,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TI1,AGPE  TIENDA ARA LA MESA,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TI3,AGPE GRECO 959761827,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TI5,AGPE MILONGA FLOWERS CUENTA 3,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TI7,AGPE CDA LA 79,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TI9,AGPE GRUPO VIRANERO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TIB,AGPE CESAR ALONSO RIOS NIETO,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TIX,AGPE CENTRO COMERCIAL VALLE PLAZA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,RTQC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TIZ,AGPE LAD URABA,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TJ2,AGPE RIMOPLA2 ESTRELLA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TJ4,AGPE FUERZA AEREA COLOMBIA CATAM,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TJN,GD SEMILLAS DE CERETE II,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,GYPG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD SEMILLAS DE CERETE II,CÓRDOBA,23162.0,CERETÉ,Caribe,-75.87803578437642,8.895975861842974,0.9,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,GREENDIPITY SAS BIC ESP,2026-07-28,2026.0,2026-08-03,0.0,SI,321.0,True,True,SIMEM + UPME
5TN8,AGPE YURIS YULIETH MORA ESPITIA,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TNA,AGPE MARIA CAROLINA Y HNOS SAS,Are0128,Area Suroccidental,Are0031,SubArea Huila-Tolima,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5TNC,AGPE SOCIEDAD ALIANZA DE TRANSPORTE SAS,Are0128,Area Suroccidental,Are0032,SubArea Valle,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
