Codigo_Planta,Nombre_Planta_SIMEM,CodigoAreaOperativa,Area_Operativa,CodigoSubAreaOperativa,Subarea_Operativa,TipoGeneracion,TipoDespachoRecurso,CodigoSICAgente,Fecha,FechaPublicacion,Fuente
4S7O,AGPE OSCAR DARIO VANEGAS VALLEFRUTAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YC9,AGPE OSCAR PACHECO HERNANDEZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3FEK,AGPE PALERMO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,TPLC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3K6R,AGPE PANADERIA GALAN,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5ILL,AGPE PAOLA VANESA VELILLA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RMZ,AGPE PARROQUIA DE LA NATIVIDAD,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NO4,AGPE PARROQUIA NUESTRA SENORA DEL CARMEN,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3R5C,AGPE PARROQUIA NUESTRA SENORA DEL ROSARIO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YCD,AGPE PARROQUIA SANTA MARIA MADRE Y REINA DE L,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5JG7,AGPE PATRICIA BRAVO ARIZA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5H1U,AGPE PIVETTE SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,QIEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3JA3,AGPE PORTAL DEL CARIBE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5H1T,AGPE PSFV COMPRESORA LA PAZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5P4M,AGPE QUESERA LA PAZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4TA3,AGPE QUESERA LA PAZ 2,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ND8,AGPE QUINTERO CUELLO SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4S7Q,AGPE RADIOLOGIAS E IMAGENES,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3Q8N,AGPE RAPITIENDA LA 11 EU,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5CA6,AGPE RIBAI SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5OFZ,AGPE RIBAI SAS 2,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3GZS,AGPE RINO MATERIALES,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3KXI,AGPE RODOLFO ANTONIO ONATE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I7T,AGPE ROSALIA MERCEDES VEGA CUELLO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ID4,AGPE ROSANA CARRILLO MONSALVO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HYI,AGPE RUBEN DARIO ORTIZ GALEANO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3LMB,AGPE SAN ISIDRO I,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5MA7,AGPE SAN RAFAEL CLINICA VETERINARIA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5EEL,AGPE SANTANDER ARAUJO CASTRO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5EEP,AGPE SARA LUZ PEREZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5GFC,AGPE SARI MAGALY GUERRERO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3LPW,AGPE SEMINARIO DIOCESANO JUAN PABLO II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5QQN,AGPE SENOR BROCHETA SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3F4K,AGPE SERVIPAN,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5AMO,AGPE SIRB SOCIEDAD INVERSORA DE RESTAURANTES,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YCP,AGPE SM MI FUTURO LA PAZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Y5J,AGPE SM MI FUTURO S VALLE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HQW,AGPE SOCIEDAD DE ONCOLOGIA Y HEMATOLOGIA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZEH,AGPE SSFV HOTEL SAN FRANCISCO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5J8G,AGPE SSFV INCOLAB SERVICES COLOMBIA SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZIK,AGPE STO 211 SANTA MARTA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZIM,AGPE STO 226 MAICAO 2,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5QQB,AGPE STO 264 EL COPEY,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5ASX,AGPE STO 752 VALLEDUPAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3N5E,AGPE SUB LIBERTADOR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CSIG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3J5H,AGPE SUBASTAR BOSCONIA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3KLU,AGPE SUMILAN,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4S7S,AGPE SUPER REY DE LOS REMATES,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z6B,AGPE SUPERMERCADO PUNTO ROJO JD,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4WVW,AGPE SURTFER1,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HS5,AGPE TAPUSH,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I7L,AGPE TERESA DE JESUS ACOSTA CANTILLO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5AMQ,AGPE TIENDA ARA 1010,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4VWJ,AGPE TIENDA ARA 1011,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4XEK,AGPE TIENDA ARA 1100,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4XOW,AGPE TIENDA ARA 1124,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4TKJ,AGPE TIENDA ARA 345 EL COPEY,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RN1,AGPE TIENDA ARA 702,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4VWD,AGPE TIENDA ARA 706,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4WOO,AGPE TIENDA ARA 710,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Y5H,AGPE TIENDA ARA 720,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5E6Z,AGPE TIENDA ARA 729,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4T6A,AGPE TIENDA ARA 732,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RMW,AGPE TIENDA ARA 749,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YHI,AGPE TIENDA ARA 770,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4T9K,AGPE TIENDA ARA 780,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5E6L,AGPE TIENDA ARA 802 CNTV,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4VWH,AGPE TIENDA ARA 828,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Y5D,AGPE TIENDA ARA 829 CNTV,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4XEI,AGPE TIENDA ARA 878,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4XP1,AGPE TIENDA ARA 908,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4V11,AGPE TIENDA ARA 919,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4R1D,AGPE TIENDA ARA 925,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4V5C,AGPE TIENDA ARA 926,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3J8T,AGPE TREKKER HOSTELS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3MUC,AGPE TSM PROJECT,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5JDM,AGPE TUCURINCA MOBILIARIOS SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5E3K,AGPE UFINET COLOMBIA SA NODO PLATO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5P4G,AGPE UFINET SAN JUAN DEL CESAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ITE,AGPE UNICOR JUANITA ISAZA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IYM,AGPE UPARLLANTAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3II4,AGPE VASQUEZ LLINAS DESING SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5ISP,AGPE VEROCAVI JOSE ALBERTO CALDERON,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IIO,AGPE VIVA MAYALES SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IIC,AGPE YOLANDA BAUTE CASTRO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5NK4,AGPE ZULMA CRISTINA USTARIZ MORA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3JQE,CANAHUATE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
EPFV,EL PASO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,Despachado Centralmente,ENDG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HF5,FUNDACION,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,Despachado Centralmente,ENDG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3JQC,GANDALF,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZIO,GD BLANCA ENERGY I,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CTEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZIS,GD BLANCA ENERGY II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CTEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5ISY,GD BLANCA ENERGY III,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5GF6,GD BLANCA ENERGY SOLAR 23,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CTEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5GF5,GD BLANCA ENERGY SOLAR 24,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CTEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5JJA,GD CHIRIGUANA NORTE I,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,COXG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5LSN,GD CHIRIGUANA NORTE II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5LSO,GD CHIRIGUANA NORTE IV,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4S66,GD DIOCESIS DE RIOHACHA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ELIG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZEP,GD ERCO MARIANGOLA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5FPV,GD ERCO PALMAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5GFB,GD JARDINCITO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNYG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5H1M,GD LA CACICA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5F42,GD LAS MERCEDES I,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,FERG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5F6Z,GD LAS MERCEDES II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,FERG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5H1N,GD LAS PILONERAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5K7O,GD SEMILLA DE EL PASO IIIA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5K7N,GD SEMILLA DE EL PASO IVA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5DW8,GD SEMILLA DE GUACAMAYAL II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNYG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5IT2,GD SEMILLA DEL PASO IA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5IT3,GD SEMILLA DEL PASO III,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5LOO,GD SEVILLANO RURAL I,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNYG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5LAA,GD SEVILLANO RURAL II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNYG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5F3P,GD WE202,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CERG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5F3Q,GD WE2021,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CERG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
TGJ1,GUAJIRA 1,Are0127,Area Caribe,Are0025,SubArea GCM,Termica,Despachado Centralmente,GECG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
TGJ2,GUAJIRA 2,Are0127,Area Caribe,Are0025,SubArea GCM,Termica,Despachado Centralmente,GECG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NR8,LA INGLESA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3DDT,LATAM SOLAR LA LOMA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,Despachado Centralmente,ENDG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z8N,MINIGRANJA EL JOROPO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z8P,MINIGRANJA EL MAPALE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4SO2,MINIGRANJA EL MERENGUE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NR4,MINIGRANJA EL MOLINO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4S7E,MINIGRANJA EL SON,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4WWQ,MINIGRANJA IBIRICO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4XOU,MINIGRANJA LA CUMBIA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RMR,MINIGRANJA LA PAZ ESMERALDA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3RGZ,MINIGRANJA LA PAZ LEYENDA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3MHB,MINIGRANJA LA PAZ VALLENATA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3Q9K,MINIGRANJA LA PAZ VERSO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4SO8,MINIGRANJA LA PUYA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
