Codigo_Planta,Nombre_Recurso_UPME,Departamento,Codigo_Municipio,Municipio,Region_Geografica,Longitud,Latitud,Capacidad_Efectiva_MW,Tipo_Generacion_UPME,Combustible_UPME,Tipo_Despacho_UPME,Clasificacion_UPME,Estado_Recurso_UPME,Agente_Representante_UPME,Fecha_Operacion_UPME,Anio_FPO_UPME,Fecha_Actualizacion_UPME,Factor_Conversion,Es_Menor,Id_UPME
RGRN,RIOGRANDE I,ANTIOQUIA,05237,DONMATÍAS,Antioquia,-75.42240661833321,6.492465891956638,19.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1955-12-31,1956,2026-08-03,2.9147,SI,26
RIN1,RIO INGENIO,NARIÑO,52683,SANDONÁ,Pacífico,-77.45670329899714,1.2881079418036254,0.18,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,1957-12-31,1958,2026-08-03,0.0,SI,442
RMAR,RIOMAR 1,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,9.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,1995-07-19,1995,2026-08-03,0.0,NO,102
RMR1,RUMOR,VALLE DEL CAUCA,76834,TULUÁ,Pacífico,-76.0325294150837,4.028420260976358,2.5,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.,1998-12-31,1999,2026-08-03,0.34,SI,631
RMYO,RIO MAYO,NARIÑO,52693,SAN PABLO,Pacífico,-76.97528454281753,1.6815773257279516,19.8,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,1995-07-19,1995,2026-08-03,1.7,SI,441
RNG1,RIONEGRO,CUNDINAMARCA,25572,PUERTO SALGAR,Centro,-74.58020125092018,5.619734540918975,10.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ESPACIO PRODUCTIVO S.A.S. E.S.P.,1974-12-31,1975,2026-08-03,0.0,SI,358
RPD1,RIO PIEDRAS,ANTIOQUIA,05368,JERICÓ,Antioquia,-75.7648876440231,5.769816302545644,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2000-03-30,2000,2026-08-03,5.88,NO,39
RPL1,INGENIO RIOPAILA 1,VALLE DEL CAUCA,76895,ZARZAL,Pacífico,-76.050658129641,4.353596536214248,16.0,COGENERADOR,BAGAZO,ND,COGENERADOR,OPERACIÓN,RIOPAILA ENERGÍA S.A.S. E.S.P.,2018-05-20,2018,2026-08-03,0.0,NO,635
RUB1,TERMOEBR,META,50568,PUERTO GAITÁN,Oriente,-71.63159652560698,4.004998742624762,19.0,TERMICA,CRUDO,DC,NORMAL,INACTIVO,PROELECTRICA S.A.S E.S.P.,2022-12-24,2022,2026-08-03,8.49,NO,418
SAN1,SAN ANTONIO,BOGOTÁ. D.C.,11001,BOGOTÁ. D.C.,Centro,-74.18113609108002,4.315974976392684,19.4,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,ENEL COLOMBIA SA ESP,2003-08-21,2003,2026-08-03,3.6,SI,148
SBA1,SUBA,BOGOTÁ. D.C.,11001,BOGOTÁ. D.C.,Centro,-74.18113609108002,4.315974976392684,2.6,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2013-04-14,2013,2026-08-03,0.944,SI,149
SFC1,SAN FRANCISCO (PUTUMAYO),PUTUMAYO,86755,SAN FRANCISCO,Amazonía,-76.84727327266177,1.1360709334550874,0.468,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,SIGMA2 COMERCIALIZADORA  DE ENERGIA ELECTRICA SAS ESP,2012-12-14,2012,2026-08-03,0.0,SI,463
SJM1,SAN JOSE DE LA MONTAÑA,ANTIOQUIA,05658,SAN JOSÉ DE LA MONTAÑA,Antioquia,-75.67770924573276,6.8232575991713444,0.4,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,2007-07-29,2007,2026-08-03,0.0,SI,58
SJN1,SAJANDI,CAUCA,19532,PATÍA,Pacífico,-77.04684557984892,2.158148058676977,3.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.,1994-12-31,1995,2026-08-03,0.0,SI,233
SJOG,SAN JOSE,CALDAS,17541,PENSILVANIA,Eje Cafetero,-75.16700059658166,5.407100374806905,0.38,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,2003-11-15,2003,2026-08-03,0.0001,SI,201
SLV1,SILVIA,CAUCA,19743,SILVIA,Pacífico,-76.35058660696332,2.651290206521961,0.38,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.,1993-12-31,1994,2026-08-03,0.0,SI,223
SLVJ,SALVAJINA,CAUCA,19780,SUÁREZ,Pacífico,-76.74582692780312,2.936863439479108,315.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,1995-07-19,1995,2026-08-03,0.8611,NO,221
SMI1,SAN MIGUEL,ANTIOQUIA,05660,SAN LUIS,Antioquia,-75.00666565282792,6.023950666744518,50.0,HIDRAULICA,AGUA,DC,FILO DE AGUA,OPERACIÓN,ISAGEN S.A. E.S.P.,2015-12-22,2015,2026-08-03,1.4933,NO,66
SNC1,SAN CANCIO,CALDAS,17001,MANIZALES,Eje Cafetero,-75.50729572535269,5.083438748349718,2.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1928-12-31,1929,2026-08-03,0.0,SI,190
SNCR,SAN CARLOS,ANTIOQUIA,05649,SAN CARLOS,Antioquia,-74.90721931184886,6.193890354630417,1240.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,1984-01-19,1984,2026-08-03,5.3998,NO,63
SNFR,SAN FRANCISCO,CALDAS,17174,CHINCHINÁ,Eje Cafetero,-75.65947221747075,4.974349407789829,135.0,HIDRAULICA,AGUA,DC,FILO DE AGUA,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1968-12-31,1969,2026-08-03,1.5781,NO,198
SNS1,SONSON,ANTIOQUIA,05756,SONSÓN,Antioquia,-74.83647396542132,5.8263991239395905,18.5,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2002-05-31,2002,2026-08-03,0.0,SI,79
SNT1,SANTA ANA,CUNDINAMARCA,25839,UBALÁ,Centro,-73.47654901977104,4.803804072868425,8.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2005-06-08,2005,2026-08-03,0.0,SI,372
SOG1,SOGAMOSO,SANTANDER,68307,GIRÓN,Oriente,-73.20521846949393,6.976659418505624,819.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2014-12-19,2014,2026-08-03,1.3971,NO,500
SOGP,SOGAMOSO_P,SANTANDER,68307,GIRÓN,Oriente,-73.20521846949393,6.976659418505624,546.0,HIDRAULICA,AGUA,DC,NORMAL,INACTIVO,ISAGEN S.A. E.S.P.,2014-12-30,2014,2026-08-03,1.3047,NO,501
SPY1,RIO SAPUYES,NARIÑO,52838,TÚQUERRES,Pacífico,-77.63072948490155,1.1344792051867951,1.65,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,1953-12-31,1954,2026-08-03,0.0,SI,435
SRA1,SANTA RITA,ANTIOQUIA,05034,ANDES,Antioquia,-75.94096874828527,5.60505284350165,1.3,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,2010-08-17,2010,2026-08-03,0.675,SI,6
STG1,SANTIAGO,ANTIOQUIA,05690,SANTO DOMINGO,Antioquia,-75.14259391537296,6.48105484713417,2.8,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,HIDROTOLIMA S.A. E.S.P.,2011-01-07,2011,2026-08-03,2.8,SI,77
SUV1,SUEVA 2,CUNDINAMARCA,25372,JUNÍN,Centro,-73.69247725743048,4.705165164384368,6.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CEMEX ENERGY S.A.S E.S.P.,2002-05-23,2002,2026-08-03,0.0,SI,347
TBQ3,BARRANQUILLA 3,ATLÁNTICO,08758,SOLEDAD,Caribe,-74.77842616214787,10.90690738365588,60.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,1979-12-31,1980,2026-08-03,10.426,NO,126
TBQ4,BARRANQUILLA 4,ATLÁNTICO,08758,SOLEDAD,Caribe,-74.77842616214787,10.90690738365588,60.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,1979-12-31,1980,2026-08-03,11.6696,NO,127
TBST,TEBSAB CC,ATLÁNTICO,08758,SOLEDAD,Caribe,-74.77842616214787,10.90690738365588,791.0,TERMICA,GAS,DC,CICLO COMBINADO,OPERACIÓN,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,1989-10-20,1989,2026-08-03,7.1898,NO,125
TBU1,TIBU 1,NORTE DE SANTANDER,54810,TIBÚ,Oriente,-72.79917960805929,8.713402396207716,5.0,TERMICA,DIESEL MAR,DC,NORMAL,INACTIVO,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,1964-12-31,1965,2026-08-03,0.0,NO,459
TBU2,TIBU 2,NORTE DE SANTANDER,54810,TIBÚ,Oriente,-72.79917960805929,8.713402396207716,5.0,TERMICA,DIESEL MAR,DC,NORMAL,INACTIVO,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,1964-12-31,1965,2026-08-03,0.0,NO,460
TBU3,TIBU 3,NORTE DE SANTANDER,54810,TIBÚ,Oriente,-72.79917960805929,8.713402396207716,5.0,TERMICA,DIESEL MAR,DC,NORMAL,INACTIVO,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,1964-12-31,1965,2026-08-03,0.0,NO,461
TCBE,TERMOCARIBE III 1,BOLÍVAR,13683,SANTA ROSA DE LIMA,Caribe,-75.3611643147102,10.469205330748293,52.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMO CARIBE S.A.S. E.S.P.,2024-03-20,2024,2026-08-03,8.597,NO,175
TCDT,TERMOCANDELARIA CC,BOLÍVAR,13001,CARTAGENA DE INDIAS,Caribe,-75.45921916563543,10.46297167339698,555.0,TERMICA,GAS,DC,CICLO COMBINADO,OPERACIÓN,TERMOCANDELARIA S.A.S. - E.S.P. ,2023-10-26,2023,2026-08-03,6.488,NO,160
TDR1,TERMODORADA 1,CALDAS,17380,LA DORADA,Eje Cafetero,-74.72047678624584,5.410655327766446,48.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1997-08-10,1997,2026-08-03,9.487,NO,192
TEC1,TERMOEMCALI CC,VALLE DEL CAUCA,76520,PALMIRA,Pacífico,-76.22786086762281,3.558395439731676,229.0,TERMICA,GAS,DC,CICLO COMBINADO,OPERACIÓN,TERMOEMCALI I S.A E.S.P,1999-07-15,1999,2026-08-03,6.9386,NO,620
TFL1,FLORES I CC,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,160.0,TERMICA,GAS,DC,CICLO COMBINADO,OPERACIÓN,ENFRAGEN TERMOFLORES S.A.S. E.S.P.,1993-10-31,1993,2026-08-03,7.267,NO,110
TFL4,FLORES 4 CC,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,445.0,TERMICA,GAS,DC,CICLO COMBINADO,OPERACIÓN,ENFRAGEN TERMOFLORES S.A.S. E.S.P.,2010-11-30,2010,2026-08-03,7.0066,NO,109
TGJ1,GUAJIRA 1,LA GUAJIRA,44090,DIBULLA,Caribe,-73.43572377678287,11.090322650319312,145.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,1983-08-07,1983,2026-08-03,10.1549,NO,390
TGJ2,GUAJIRA 2,LA GUAJIRA,44090,DIBULLA,Caribe,-73.43572377678287,11.090322650319312,130.0,TERMICA,MEZCLA GAS - CARBÓN,DC,NORMAL,OPERACIÓN,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,1987-11-22,1987,2026-08-03,10.216,NO,391
TIN1,LA TINTA,CUNDINAMARCA,25386,LA MESA,Centro,-74.4732199646674,4.650772424841578,19.4,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,ENEL COLOMBIA SA ESP,2003-12-05,2003,2026-08-03,0.0,SI,343
TMB1,TERMOBOLIVAR 1,BOYACÁ,15820,TÓPAGA,Centro,-72.83672985281002,5.765350358039838,9.7,TERMICA,GAS,ND,NORMAL,OPERACIÓN,GENERSA S.A.S. E.S.P.,2016-03-03,2016,2026-08-03,0.0,SI,179
TMS1,RIOFRIO (TAMESIS),ANTIOQUIA,05789,TÁMESIS,Antioquia,-75.70980290292009,5.67375220800501,1.0,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1950-12-31,1951,2026-08-03,0.0,SI,80
TPD1,TERMOPIEDRAS 1,TOLIMA,73547,PIEDRAS,Centro,-74.99875625770589,4.433661587252558,3.75,TERMICA,GAS,ND,NORMAL,OPERACIÓN,TERMOPIEDRAS S.A. E.S.P.,1999-12-29,1999,2026-08-03,0.0001,SI,545
TPUY,PARQUE SOLAR TEPUY,CALDAS,17380,LA DORADA,Eje Cafetero,-74.72047678624584,5.410655327766446,83.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2024-06-11,2024,2026-08-03,0.0,NO,195
TQD1,TEQUENDAMA,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,Centro,-74.34490348911615,4.599741063787057,19.4,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,ENEL COLOMBIA SA ESP,2004-04-09,2004,2026-08-03,0.0,SI,364
TR2G,TRINA-VATIA BSLII,META,50568,PUERTO GAITÁN,Oriente,-71.63159652560698,4.004998742624762,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ISAGEN S.A. E.S.P.,2020-10-29,2020,2026-08-03,0.0,SI,421
TR3G,TRINA-VATIA BSLIII,META,50568,PUERTO GAITÁN,Oriente,-71.63159652560698,4.004998742624762,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ISAGEN S.A. E.S.P.,2020-10-29,2020,2026-08-03,0.0,SI,423
TRM1,TERMOCENTRO CC,SANTANDER,68190,CIMITARRA,Oriente,-74.17033644071593,6.409707764658692,272.0,TERMICA,GAS,DC,CICLO COMBINADO,OPERACIÓN,GENERADORA TERMOCENTRO S.A.S. E.S.P.,2000-11-29,2000,2026-08-03,7.372,NO,485
TRN1,TERMONORTE,MAGDALENA,47001,SANTA MARTA,Caribe,-73.88523414655936,11.121901082481761,88.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMONORTE S.A.S. E.S.P.,2018-11-30,2018,2026-08-03,9.1092,NO,401
TSJ1,TASAJERO 1,NORTE DE SANTANDER,54673,SAN CAYETANO,Oriente,-72.6098482097734,7.847790343843861,165.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,TERMOTASAJERO S.A. E.S.P.,1985-02-19,1985,2026-08-03,9.96,NO,457
TSJ2,TASAJERO 2,NORTE DE SANTANDER,54673,SAN CAYETANO,Oriente,-72.6098482097734,7.847790343843861,170.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,TERMOTASAJERO DOS S.A. E.S.P. ,2015-11-29,2015,2026-08-03,9.9125,NO,453
TSR1,TERMOSIERRA CC,ANTIOQUIA,05585,PUERTO NARE,Antioquia,-74.68409214760523,6.139168288565218,352.0,TERMICA,ACPM,DC,CICLO COMBINADO,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1998-02-06,1998,2026-08-03,7.2258,NO,52
TUJ1,TUNJITA,BOYACÁ,15001,TUNJA,Centro,-73.37802199694299,5.518469727812486,21.0,HIDRAULICA,AGUA,DC,FILO DE AGUA,OPERACIÓN,AES COLOMBIA & CIA. S.C.A. E.S.P.,2016-06-29,2016,2026-08-03,2.4655,NO,180
TVL1,TERMOVALLE CC,VALLE DEL CAUCA,76520,PALMIRA,Pacífico,-76.22786086762281,3.558395439731676,237.0,TERMICA,ACPM,DC,CICLO COMBINADO,OPERACIÓN,ENFRAGEN TERMOVALLE S.A.S. EMPRESA DE SERVICIOS PUBLICOS,2011-12-16,2011,2026-08-03,6.991,NO,621
TYP1,TERMOYOPAL 1,CASANARE,85001,YOPAL,Oriente,-72.25798324179046,5.242711687577748,8.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,2020-11-30,2020,2026-08-03,13.5515,NO,211
TYP2,TERMOYOPAL 2,CASANARE,85001,YOPAL,Oriente,-72.25798324179046,5.242711687577748,28.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,2004-07-28,2004,2026-08-03,12.0234,NO,210
TYP3,TERMOYOPAL G3,CASANARE,85001,YOPAL,Oriente,-72.25798324179046,5.242711687577748,50.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,2020-08-30,2020,2026-08-03,8.4932,NO,214
TYP4,TERMOYOPAL G4,CASANARE,85001,YOPAL,Oriente,-72.25798324179046,5.242711687577748,50.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,2020-08-30,2020,2026-08-03,8.3937,NO,215
TYP5,TERMOYOPAL G5,CASANARE,85001,YOPAL,Oriente,-72.25798324179046,5.242711687577748,50.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,2021-02-10,2021,2026-08-03,8.0585,NO,216
UNN1,UNION,QUINDIO,63130,CALARCÁ,Eje Cafetero,-75.65675520435025,4.467876840557189,0.7,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,EMPRESAS PUBLICAS DE CALARCA ESP,1934-12-31,1935,2026-08-03,0.001,SI,471
URA1,URRA,CÓRDOBA,23807,TIERRALTA,Caribe,-76.16860433354293,7.813718028791414,338.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,EMPRESA URRA S.A. E.S.P.,2000-02-13,2000,2026-08-03,0.4756,NO,308
USQ1,USAQUEN,BOGOTÁ. D.C.,11001,BOGOTÁ. D.C.,Centro,-74.18113609108002,4.315974976392684,1.8,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2013-04-14,2013,2026-08-03,0.941,SI,150
VLL1,VALLE 1,VALLE DEL CAUCA,76001,CALI,Pacífico,-76.57650111502525,3.399042676552075,39.5,TERMICA,ACPM,DC,NORMAL,INACTIVO,CENTRAL HIDROELECTRICA DE BETANIA S.A. E.S.P.,1993-12-31,1994,2026-08-03,0.0,NO,597
VLT1,LA VUELTA,ANTIOQUIA,05138,CAÑASGORDAS,Antioquia,-76.02689748844887,6.814940709082751,11.6,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2004-11-21,2004,2026-08-03,0.0,SI,14
VNTA,VENTANA A,TOLIMA,73268,ESPINAL,Centro,-74.89353010225126,4.166478063861027,2.5,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,HIDROTOLIMA S.A. E.S.P.,1957-10-31,1957,2026-08-03,0.0,SI,558
VNTB,VENTANA B,TOLIMA,73268,ESPINAL,Centro,-74.89353010225126,4.166478063861027,2.5,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,HIDROTOLIMA S.A. E.S.P.,1957-10-31,1957,2026-08-03,0.0,SI,559
ZPA2,ZIPAEMG 2,CUNDINAMARCA,25817,TOCANCIPÁ,Centro,-73.92887057794381,4.968852560792271,34.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,1963-12-31,1964,2026-08-03,10.936,NO,366
ZPA3,ZIPAEMG 3,CUNDINAMARCA,25817,TOCANCIPÁ,Centro,-73.92887057794381,4.968852560792271,63.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,1975-12-31,1976,2026-08-03,11.7024,NO,367
ZPA4,ZIPAEMG 4,CUNDINAMARCA,25817,TOCANCIPÁ,Centro,-73.92887057794381,4.968852560792271,64.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,1981-03-31,1981,2026-08-03,11.7106,NO,368
ZPA5,ZIPAEMG 5,CUNDINAMARCA,25817,TOCANCIPÁ,Centro,-73.92887057794381,4.968852560792271,63.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,1985-12-13,1985,2026-08-03,11.5872,NO,369
ZRG1,ZARAGOZA,SANTANDER,68001,BUCARAMANGA,Oriente,-73.11178713645104,7.155386898226814,1.3,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,1931-12-31,1932,2026-08-03,0.0,SI,495
